brand,color,current_price,namex,original_price,stock_status,url
Honor,Green,22999,"Honor 90 5G 12GB Ram, 512GB - Emerald Green",27000,In stock,https://dream2000.com/en/honor-90-5g-12gb-ram-512gb-emerald-green.html
Honor,Black,11444,"Honor 90 Lite 5G 8GB RAM, 256GB - Midnight Black",13400,In stock,https://dream2000.com/en/honor-90-lite-8gb-ram-256gb-midnight-black.html
Honor,Silver,11444,"Honor 90 Lite 5G 8GB RAM, 256GB - Titanium Silver",13400,In stock,https://dream2000.com/en/honor-90-lite-8gb-ram-256gb-titanium-silver.html
Honor,Cyan,11444,"Honor 90 Lite 5G 8GB RAM, 256GB - Cyan Lake",13400,In stock,https://dream2000.com/en/honor-90-lite-8gb-ram-256gb-cyan-lake.html
Huawei,Silver,13990,"Huawei Nova Y91 8GB Ram, 256GB - Moonlight Silver + Free Buds 5i",16400,In stock,https://dream2000.com/en/huawei-nova-y91-8gb-ram-256gb-moonlight-silver-free-buds-5i.html
Honor,Black,22999,"Honor 90 5G 12GB Ram, 512GB - Midnight Black",27000,In stock,https://dream2000.com/en/honor-90-5g-12gb-ram-512gb-midnight-black.html
Realme,Black,6999,"Realme C53 8GB Ram, 256GB - Mighty Black",8200,In stock,https://dream2000.com/en/realme-c53-8gb-ram-256gb-mighty-black.html
IKU,Purple,4240,"IKU X8 4GB Ram, 64GB - Starlight Purple",5000,In stock,https://dream2000.com/en/iku-x8-4gb-ram-64gb-starlight-purple.html
IKU,Twilight Blue,4240,"IKU X8 4GB Ram, 64GB - Twilight Blue",5000,In stock,https://dream2000.com/en/iku-x8-4gb-ram-64gb-twilight-blue.html
Honor,Cyan Lake,5999,"Honor X6A 4GB RAM, 128GB - Cyan Lake",7100,In stock,https://dream2000.com/en/honor-x6a-4gb-ram-128gb-cyan-lake.html
Xiaomi,Green,4499,"Xiaomi Redmi A3 3GB, 64GB - Forest Green",5300,In stock,https://dream2000.com/en/xiaomi-redmi-a3-3gb-64gb-forest-green.html
Xiaomi,Black,4999,"Xiaomi Redmi A3 4GB, 128GB - Midnight Black",5900,In stock,https://dream2000.com/en/xiaomi-redmi-a3-4gb-128gb-midnight-black.html
Xiaomi,Blue,4499,"Xiaomi Redmi A3 3GB, 64GB - Star Blue",5300,In stock,https://dream2000.com/en/xiaomi-redmi-a3-3gb-64gb-star-blue.html
Honor,Midnight Black,12699,"Honor X8b 8GB RAM, 512GB - Midnight Black",14900,In stock,https://dream2000.com/en/honor-x8b-8gb-ram-512gb-midnight-black.html
Infinix,Green,4666,"Infinix Smart 8 X6525 4GB RAM, 64GB - Crystal Green",5500,In stock,https://dream2000.com/en/infinix-smart-8-x6525-4gb-ram-64gb-crystal-green.html
Infinix,Black,4666,"Infinix Smart 8 X6525 4GB RAM, 64GB - Timber Black",5500,In stock,https://dream2000.com/en/infinix-smart-8-x6525-4gb-ram-64gb-timber-black.html
Oppo,Black,15999,"Oppo Reno 8 5G 8GB Ram, 256GB - Shimmer Black",18800,In stock,https://dream2000.com/en/oppo-reno-8-5g-8gb-ram-256gb-shimmer-black.html
itel,Blue,4555,ITEL S23 4G - 4GB RAM - 128GB - Sky Blue,5400,In stock,https://dream2000.com/en/itel-s23-4g-4gb-ram-128gb-sky-blue.html
itel,Black,4555,ITEL S23 4G - 4GB RAM - 128GB - Starry Black,5400,In stock,https://dream2000.com/en/itel-s23-4g-4gb-ram-128gb-starry-black.html
itel,White,4555,ITEL S23 4G - 4GB RAM - 128GB - Mystery White,5400,In stock,https://dream2000.com/en/itel-s23-4g-4gb-ram-128gb-mystery-white.html
Samsung,Yellow,11777,"Samsung Galaxy A25 5G 8GB RAM, 256GB - Yellow",13800,In stock,https://dream2000.com/en/samsung-galaxy-a25-5g-8gb-ram-256gb-yellow.html
Xiaomi,Lavender Purple,13999,"Xiaomi Redmi Note 13 Pro 8GB RAM, 256GB - Lavender Purple",16400,In stock,https://dream2000.com/en/xiaomi-redmi-note-13-pro-8gb-ram-256gb-lavender-purple.html
Xiaomi,Midnight Black,19999,"Xiaomi Redmi Note 13 Pro+ 5G 8GB RAM, 256GB - Midnight Black",23400,In stock,https://dream2000.com/en/xiaomi-redmi-note-13-pro-5g-8gb-ram-256gb-midnight-black.html
Oppo,Wave Green,20555,"OPPO Reno 11 5G 12GB RAM, 256GB - Wave Green",24100,In stock,https://dream2000.com/en/oppo-reno-11-5g-12gb-ram-256gb-wave-green.html
Oppo,Rock Grey,20555,"OPPO Reno 11 5G 12GB RAM, 256GB - Rock Gray",24100,In stock,https://dream2000.com/en/oppo-reno-11-5g-12gb-ram-256gb-rock-gray.html
Realme,Beige,17666,"Realme 12 Pro 5G 12GB RAM, 512GB - Navigator Beige",20700,In stock,https://dream2000.com/en/realme-12-pro-5g-12gb-ram-512gb-navigator-beige.html
Realme,Blue,17666,"Realme 12 Pro 5G 12GB RAM, 512GB - Submarine Blue",20700,In stock,https://dream2000.com/en/realme-12-pro-5g-12gb-ram-512gb-submarine-blue.html
Realme,Black,6777,"Realme C51 6GB RAM, 256GB - Carbon Black",8000,In stock,https://dream2000.com/en/realme-c51-6gb-ram-256gb-carbon-black.html
Realme,Green,6777,"Realme C51 6GB RAM, 256GB - Mint Green",8000,In stock,https://dream2000.com/en/realme-c51-6gb-ram-256gb-mint-green.html
Vivo,Green,11990,"Vivo V30 Lite 8GB RAM, 256GB - Breeze Green",14100,In stock,https://dream2000.com/en/vivo-v30-lite-8gb-ram-256gb-breeze-green.html
Vivo,Black,20990,"Vivo V30 12GB RAM, 256GB - Black",24600,In stock,https://dream2000.com/en/vivo-v30-12gb-ram-256gb-black.html
Realme,Sky Blue,4390,"Realme Note 50 3GB RAM, 64GB - Sky Blue",5200,In stock,https://dream2000.com/en/realme-note-50-3gb-ram-64gb-sky-blue.html
Oppo,Black,5390,"Oppo A18 4GB RAM, 64GB - Glowing Black",6400,In stock,https://dream2000.com/en/oppo-a18-4gb-ram-64gb-glowing-black.html
Oppo,Green,14444,"OPPO Reno 11F 5G 8GB RAM, 256GB - Palm Green",16900,In stock,https://dream2000.com/en/oppo-reno-11f-5g-8gb-ram-256gb-palm-green.html
Oppo,Blue,14444,"OPPO Reno 11F 5G 8GB RAM, 256GB - Ocean Blue",16900,In stock,https://dream2000.com/en/oppo-reno-11f-5g-8gb-ram-256gb-ocean-blue.html
Xiaomi,Green,4999,"Xiaomi Redmi A3 4GB, 128GB - Forest Green",5900,In stock,https://dream2000.com/en/xiaomi-redmi-a3-4gb-128gb-forest-green.html
Realme,Sunny Oasis,7770,"Realme C67 6GB RAM, 128GB - Sunny Oasis",9100,In stock,https://dream2000.com/en/realme-c67-6gb-ram-128gb-sunny-oasis.html
Oppo,Black,9999,"Oppo Reno 8T 8GB Ram, 128GB - Midnight Black",11700,In stock,https://dream2000.com/en/oppo-reno-8t-8gb-ram-128gb-midnight-black.html
Realme,Beige,17170,"Realme 12 Plus 5G 12GB RAM, 512GB - Beige",20100,In stock,https://dream2000.com/en/realme-12-plus-5g-12gb-ram-512gb-beige.html
Realme,Green,11555,"Realme 12 5G 8GB RAM, 256GB - Green",13600,In stock,https://dream2000.com/en/realme-12-5g-8gb-ram-256gb-green.html
Realme,Purple,11555,"Realme 12 5G 8GB RAM, 256GB - Purple",13600,In stock,https://dream2000.com/en/realme-12-5g-8gb-ram-256gb-purple.html
Samsung,Blue,23333,"Samsung Galaxy A55 8GB RAM, 256GB - Ice Blue",27300,In stock,https://dream2000.com/en/samsung-galaxy-a55-8gb-ram-256gb-ice-blue.html
Samsung,Blue,21666,"Samsung Galaxy A55 8GB RAM, 128GB - Ice Blue",25400,In stock,https://dream2000.com/en/samsung-galaxy-a55-8gb-ram-128gb-ice-blue.html
Samsung,Awesome Lemon,21666,"Samsung Galaxy A55 8GB RAM, 128GB - Awesome Lemon",25400,In stock,https://dream2000.com/en/samsung-galaxy-a55-8gb-ram-128gb-awesome-lemon.html
Samsung,Navy,21666,"Samsung Galaxy A55 8GB RAM, 128GB - Awesome Navy",25400,In stock,https://dream2000.com/en/samsung-galaxy-a55-8gb-ram-128gb-awesome-navy.html
Samsung,Blue,15666,"Samsung Galaxy A35 8GB RAM, 256GB - Navy Blue",18400,In stock,https://dream2000.com/en/samsung-galaxy-a35-8gb-ram-256gb-navy-blue.html
Realme,Green,13777,"Realme 12 5G 8GB RAM, 512GB - Woodland Green",16200,In stock,https://dream2000.com/en/realme-12-5g-8gb-ram-512gb-woodland-green.html
Xiaomi,Purple,16999,"Xiaomi Redmi Note 13 Pro 12GB RAM, 512GB - Lavender Purple",19900,In stock,https://dream2000.com/en/xiaomi-redmi-note-13-pro-12gb-ram-512gb-lavender-purple.html
Xiaomi,Black,16999,"Xiaomi Redmi Note 13 Pro 12GB RAM, 512GB - Midnight Black",19900,In stock,https://dream2000.com/en/xiaomi-redmi-note-13-pro-12gb-ram-512gb-midnight-black.html
Realme,Black,7770,"Realme C67 6GB RAM, 128GB - Black Rock",9100,In stock,https://dream2000.com/en/realme-c67-6gb-ram-128gb-black-rock.html
itel,Blue,690,ITel it2160 1.7 inch - Dual SIM - Dark Blue,900,In stock,https://dream2000.com/en/itel-it2160-1-7-inch-dual-sim-dark-blue.html
Infinix,Green,4555,"Infinix Smart 7 4GB Ram, 64GB X6515 - Coastal Green",5400,In stock,https://dream2000.com/en/infinix-smart-7-4gb-ram-64gb-x6515-green.html
Realme,Black,4777,"Realme C30S 3GB Ram, 64GB - Stripe Black",5600,In stock,https://dream2000.com/en/realme-c30s-3gb-ram-64gb-stripe-black.html
Realme,Blue,4777,"Realme C30S 3GB Ram, 64GB - Stripe Blue",5600,In stock,https://dream2000.com/en/realme-c30s-3gb-ram-64gb-stripe-blue.html
Nokia,Grey,2525,"Nokia C10 2GB Ram, 32GB - Grey",3000,In stock,https://dream2000.com/en/nokia-c10-2gb-ram-32gb-grey.html
Oppo,Gold,5880,"OPPO A38 4GB RAM, 128GB - Glowing Gold",6900,In stock,https://dream2000.com/en/oppo-a38-4gb-ram-128gb-glowing-gold.html
Realme,Beige,14444,"Realme 11 Pro 5G 8GB RAM, 256GB - Sunrise Beige",16900,In stock,https://dream2000.com/en/realme-11-pro-5g-8gb-ram-256gb-sunrise-beige.html
itel,Black,4999,ITEL S23 4G - 8GB RAM - 128GB - Starry Black,5900,In stock,https://dream2000.com/en/itel-s23-4g-8gb-ram-128gb-starry-black.html
Nokia,Charcoal,990,Nokia 106 TA-1564 - Charcoal,1200,In stock,https://dream2000.com/en/nokia-106-ta-1564-charcoal.html
Realme,Black,5440,"Realme C51 4GB RAM, 128GB - Carbon Black",6400,In stock,https://dream2000.com/en/realme-c51-4gb-ram-128gb-carbon-black.html
Realme,Gold,9390,"Realme 11 4G 8GB, RAM 256GB - Gold",11000,In stock,https://dream2000.com/en/realme-11-4g-8gb-ram-256gb-gold.html
Realme,Black,9390,"Realme 11 4G 8GB, RAM 256GB - Black",11000,In stock,https://dream2000.com/en/realme-11-4g-8gb-ram-256gb-black.html
Realme,Black,11111,"Realme 11 5G 8GB Ram, 256GB - Glory Black",13000,In stock,https://dream2000.com/en/realme-11-5g-8gb-ram-256gb-glory-black.html
Oppo,Green,7777,OPPO A58 - 8GB RAM - 128GB - Green,9100,In stock,https://dream2000.com/en/oppo-a58-8gb-ram-128gb-green.html
Oppo,Black,7777,OPPO A58 - 8GB RAM - 128GB - Glowing Black,9100,In stock,https://dream2000.com/en/oppo-a58-8gb-ram-128gb-glowing-black.html
Oppo,Black,7070,OPPO A58 - 6GB RAM - 128GB - Glowing Black,8300,In stock,https://dream2000.com/en/oppo-a58-6gb-ram-128gb-glowing-black.html
Vivo,Black,7330,"VIVO Y27, 6GB RAM - 128GB - Burgundy Black",8600,In stock,https://dream2000.com/en/vivo-y27-6gb-ram-128gb-burgundy-black.html
Vivo,Blue,7330,"VIVO Y27 6GB RAM, 128GB - Sea Blue",8600,In stock,https://dream2000.com/en/vivo-y27-6gb-ram-128gb-sea-blue.html
Xiaomi,Light Blue,4444,"Xiaomi Redmi A2 Plus 3GB Ram, 64GB - Light Blue",5200,In stock,https://dream2000.com/en/redmi-a2-plus-3gb-ram-64gb-light-blue.html
Oppo,Green,8660,"Oppo A78 8GB Ram, 256GB - Aqua Green",10200,In stock,https://dream2000.com/en/oppo-a78-8gb-ram-256gb-aqua-green.html
Oppo,Black,8660,"Oppo A78 8GB Ram, 256GB - Mist Black",10200,In stock,https://dream2000.com/en/oppo-a78-8gb-ram-256gb-mist-black.html
Nokia,Green,990,Nokia 106 TA-1564 - Emerald Green,1200,In stock,https://dream2000.com/en/nokia-106-ta-1564-emerald-green.html
Nokia,Cyan,949,Mobile Nokia 105 2SIM TA-1557 NENA1 - Cyan,1200,In stock,https://dream2000.com/en/mobile-nokia-105-2sim-ta-1557-nena1-cyan.html
Nokia,Charcoal,949,Mobile Nokia 105 2SIM TA-1557 NENA1 - Charcoal,1200,In stock,https://dream2000.com/en/mobile-nokia-105-2sim-ta-1557-nena1-charcoal.html
Xiaomi,Black,4444,"Mobile Xiaomi Redmi A2 Plus 3GB Ram, 64GB - Black",5200,In stock,https://dream2000.com/en/mobile-xiaomi-redmi-a2-plus-3gb-ram-64gb-black.html
Xiaomi,Blue,5777,"Mobile Xiaomi Redmi 12C 6GB Ram, 128GB - Ocean Blue",6800,In stock,https://dream2000.com/en/mobile-xiaomi-redmi-12c-6gb-ram-128gb-ocean-blue.html
Xiaomi,Gray,5777,"Mobile Xiaomi Redmi 12C 6GB Ram, 128GB - Graphite Gray",6800,In stock,https://dream2000.com/en/mobile-xiaomi-redmi-12c-6gb-ram-128gb-graphite-gray.html
Xiaomi,Green,9999,"Mobile Xiaomi Redmi Note 13 8GB RAM, 256GB - Mint Green",11700,In stock,https://dream2000.com/en/mobile-xiaomi-redmi-note-13-8gb-ram-256gb-mint-green.html
Xiaomi,Blue,9999,"Mobile Xiaomi Redmi Note 13 8GB RAM, 256GB - Ice Blue",11700,In stock,https://dream2000.com/en/mobile-xiaomi-redmi-note-13-8gb-ram-256gb-ice-blue.html
Xiaomi,Black,9999,"Mobile Xiaomi Redmi Note 13 8GB RAM, 256GB - Midnight Black",11700,In stock,https://dream2000.com/en/mobile-xiaomi-redmi-note-13-8gb-ram-256gb-midnight-black.html
Xiaomi,Blue,8699,"Xiaomi Redmi Note 13 6GB RAM, 128GB - Ice Blue",10200,In stock,https://dream2000.com/en/xiaomi-redmi-note-13-6gb-ram-128gb-ice-blue.html
Xiaomi,Green,8699,"Xiaomi Redmi Note 13 6GB RAM, 128GB - Mint Green",10200,In stock,https://dream2000.com/en/xiaomi-redmi-note-13-6gb-ram-128gb-mint-green.html
Realme,Beige,19777,"Realme 12 Pro Plus 5G 12GB RAM, 512GB - Navigator Beige",23200,In stock,https://dream2000.com/en/realme-12-pro-plus-5g-12gb-ram-512gb-navigator-beige.html
Realme,Blue,19777,"Realme 12 Pro Plus 5G 12GB RAM, 512GB - Submarine Blue",23200,In stock,https://dream2000.com/en/realme-12-pro-plus-12gb-ram-512gb-submarine-blue.html
Xiaomi,Silver,7399,"Xiaomi Redmi 12 8GB Ram, 128GB - Polar Silver",8700,In stock,https://dream2000.com/en/xiaomi-redmi-12-8gb-ram-128gb-polar-silver.html
Realme,Black Rock,7990,"Realme C67 8GB RAM, 256GB - Black Rock",9400,In stock,https://dream2000.com/en/realme-c67-8gb-ram-256gb-black-rock.html
Honor,Flowing Silver,9390,"Honor X7b 6GB RAM , 256GB - Flowing Silver",11000,In stock,https://dream2000.com/en/honor-x7b-6gb-ram-256gb-flowing-silver.html
Honor,Emerald Green,9390,"Honor X7b 6GB RAM , 256GB - Emerald Green",11000,In stock,https://dream2000.com/en/honor-x7b-6gb-ram-256gb-emerald-green.html
Honor,Midnight Black,9390,"Honor X7b 6GB RAM , 256GB - Midnight Black",11000,In stock,https://dream2000.com/en/honor-x7b-6gb-ram-256gb-midnifght-black.html
itel,Brilliant Gold,4444,"Itel A70 4GB RAM , 256GB - Brilliant Gold",5200,In stock,https://dream2000.com/en/itel-a70-4gb-ram-256gb-brilliant-gold.html
itel,Field Green,4444,"Itel A70 4GB RAM , 256GB - Field Green",5200,In stock,https://dream2000.com/en/itel-a70-4gb-ram-256gb-field-green.html
itel,Azure Blue,4444,"Itel A70 4GB RAM , 256GB - Azure Blue",5200,In stock,https://dream2000.com/en/itel-a70-4gb-ram-256gb-azure-blue.html
itel,Starlish Black,4444,"Itel A70 4GB RAM , 256GB - Starlish Black",5200,In stock,https://dream2000.com/en/itel-a70-4gbram-256gb-starlish-black.html
Honor,Black,20444,"Honor X9b 5G 12GB RAM, 256GB - Midnight Black",24000,In stock,https://dream2000.com/en/honor-x9b-5g-12gb-ram-256gb-midnight-black.html
Honor,Green,20444,"Honor X9b 5G 12GB RAM, 256GB - Emerald Green",24000,In stock,https://dream2000.com/en/honor-x9b-5g-12gb-ram-256gb-emerald-green.html
Honor,Orange,20444,"Honor X9b 5G 12GB RAM, 256GB - Sunrise Orange",24000,In stock,https://dream2000.com/en/honor-x9b-5g-12gb-ram-256gb-sunrise-orange.html
Realme,Sunny Oasis,7990,"Realme C67 8GB RAM, 256GB - Sunny Oasis",9400,In stock,https://dream2000.com/en/realme-c67-8gb-ram-256gb-sunny-oasis.html
Samsung,Gray,61111,"Samsung Galaxy S24 Ultra 12GB RAM, 256GB - Titanium Gray",71500,In stock,https://dream2000.com/en/samsung-galaxy-s24-ultra-12gb-ram-256gb-titanium-gray.html
Samsung,Silver,5880,"Samsung Galaxy A05S 4GB RAM, 128GB - Silver",6900,In stock,https://dream2000.com/en/samsung-galaxy-a05s-4gb-ram-128gb-silver.html
Xiaomi,White,5499,"Xiaomi Redmi 13C 4GB Ram, 128GB - Glacier White",6500,In stock,https://dream2000.com/en/xiaomi-redmi-13c-4gb-ram-128gb-glacier-white.html
Xiaomi,White,5999,"Xiaomi Redmi 13C 6GB Ram, 128GB - Glacier White",7100,In stock,https://dream2000.com/en/xiaomi-redmi-13c-6gb-ram-128gb-glacier-white.html
Infinix,Marigold,5555,"Infinix Hot 30i X669C 8GB Ram, 128GB - Marigold",6500,In stock,https://dream2000.com/en/infinix-hot-30i-x669c-8gb-ram-128gb-marigold.html
Samsung,Silver,6464,"Samsung Galaxy A05S 6GB RAM, 128GB - Silver",7600,In stock,https://dream2000.com/en/samsung-galaxy-a05s-6gb-ram-128gb-silver.html
Samsung,Violet,5880,"Samsung Galaxy A05S 4GB RAM, 128GB - Violet",6900,In stock,https://dream2000.com/en/samsung-galaxy-a05s-4gb-ram-128gb-violet.html
Samsung,Graphite,13333,"Samsung A34 5G 8GB Ram, 128GB - Awesome Graphite",15600,In stock,https://dream2000.com/en/samsung-a34-5g-8gb-ram-128gb-awesome-graphite.html
